((0, 1), (0, 1), (1, 1)) : 0
((0, 1), (0, 4), (1, 5)) : 1
((0, 1), (0, 5), (1, 4)) : 2
((0, 4), (0, 4), (5, 5)) : 3
((0, 5), (0, 5), (4, 4)) : 4
((0, 4), (0, 5), (4, 5)) : 5
((0, 1), (0, 7), (1, 7)) : 6
((0, 5), (0, 7), (4, 7)) : 7
((0, 1), (0, 3), (1, 2)) : 10
((0, 1), (0, 2), (1, 3)) : 11
((0, 1), (0, 6), (1, 6)) : 12
((0, 2), (0, 4), (3, 5)) : 13
((0, 3), (0, 5), (2, 4)) : 14
((0, 3), (0, 4), (2, 5)) : 15
((0, 5), (0, 6), (4, 6)) : 17
((0, 3), (0, 7), (2, 7)) : 18
((0, 2), (0, 2), (3, 3)) : 21
((0, 3), (0, 3), (2, 2)) : 22
((0, 2), (0, 3), (2, 3)) : 23
((0, 3), (0, 6), (2, 6)) : 24
((0, 2), (0, 6), (3, 6)) : 25
((0, 6), (0, 6), (6, 6)) : 26
((1, 1), (1, 1), (1, 1)) : 27
((1, 1), (1, 4), (1, 5)) : 28
((1, 5), (1, 5), (4, 4)) : 30
((1, 4), (1, 5), (4, 5)) : 31
((4, 4), (4, 5), (5, 5)) : 33
((1, 1), (1, 7), (1, 7)) : 34
((1, 1), (1, 2), (1, 3)) : 43
((1, 2), (1, 4), (3, 5)) : 44
((1, 2), (1, 5), (3, 4)) : 45
((1, 3), (1, 5), (2, 4)) : 47
((2, 4), (3, 4), (5, 5)) : 50
((2, 4), (3, 5), (4, 5)) : 51
((1, 1), (1, 6), (1, 6)) : 52
((1, 5), (1, 6), (4, 6)) : 54
((4, 6), (4, 6), (5, 5)) : 57
((1, 3), (1, 7), (2, 7)) : 62
((2, 7), (3, 5), (4, 7)) : 66
((1, 2), (1, 2), (3, 3)) : 69
((1, 2), (1, 3), (2, 3)) : 70
((1, 3), (1, 3), (2, 2)) : 71
((1, 3), (1, 6), (2, 6)) : 73
((2, 4), (2, 5), (3, 3)) : 75
((2, 2), (3, 4), (3, 5)) : 76
((2, 3), (2, 4), (3, 5)) : 77
((2, 6), (3, 5), (4, 6)) : 80
((2, 7), (2, 7), (3, 3)) : 84
((2, 2), (3, 7), (3, 7)) : 86
((2, 7), (3, 6), (6, 7)) : 87
((2, 6), (3, 7), (6, 7)) : 88
((2, 3), (2, 3), (2, 3)) : 90
((2, 2), (2, 3), (3, 3)) : 91
((2, 3), (2, 6), (3, 6)) : 92
((2, 2), (3, 6), (3, 6)) : 93
((2, 6), (2, 6), (3, 3)) : 94
((2, 6), (3, 6), (6, 6)) : 95
((0, 2), (0, 5), (3, 4)) : 97
