FBgn0003943	0.00966992703926309
FBgn0028471	0.003749367303134517
FBgn0086558	0.003395634901168016
FBgn0015774	0.002802363140338997
FBgn0003371	0.0027090940477425807
FBgn0000635	0.0023407278217918003
FBgn0041100	0.002290250058129483
FBgn0005777	0.0022085740639918817
FBgn0264922	0.002170647768257764
FBgn0014391	0.0021309211494755778
FBgn0000108	0.0021029801280537633
FBgn0010379	0.0019327728559178164
FBgn0003256	0.0018782528650247111
FBgn0029891	0.001858773444075259
FBgn0010263	0.0018420446302753785
FBgn0003165	0.0018287031672725843
FBgn0000229	0.0018171879928186026
FBgn0086675	0.0018050799049653642
FBgn0034802	0.0017322299996644895
FBgn0038197	0.0017023957841863716
FBgn0261560	0.0016971071778234194
FBgn0243512	0.001660458760296713
FBgn0001216	0.0016342759131578628
FBgn0000261	0.001617738759063987
FBgn0024846	0.001603074333591005
FBgn0026761	0.0015979190919534144
FBgn0005655	0.0015898232016605769
FBgn0283531	0.0015702388300803997
FBgn0015765	0.001560943358509826
FBgn0010905	0.0015467220877835774
FBgn0010213	0.0015341575598529
FBgn0003360	0.0015212731002993952
FBgn0283472	0.0015144649428924031
FBgn0040070	0.0015094406202491712
FBgn0260945	0.0015024100485028192
FBgn0015279	0.001496578374621907
FBgn0035438	0.0014627823617451327
FBgn0003462	0.001457246234243008
FBgn0040308	0.0014566590168704056
FBgn0004907	0.0014408230854883813
FBgn0040309	0.001409917329688837
FBgn0003321	0.0014037518456572503
FBgn0024329	0.0013888798795236561
FBgn0030092	0.0013811577646825244
FBgn0039802	0.0013749143281776171
FBgn0260747	0.0013281767312438295
FBgn0052479	0.0013243116563877448
FBgn0001223	0.001323195066722852
FBgn0020653	0.0013215173650146129
FBgn0034110	0.0013163576320391521
FBgn0003731	0.0013082842505196142
FBgn0042185	0.001306947530371223
FBgn0001233	0.0013017630142500613
FBgn0263933	0.0012935413327319631
FBgn0283499	0.0012843927369982576
FBgn0036756	0.0012766558161183173
FBgn0004449	0.001270928391580765
FBgn0038475	0.001263547011782949
FBgn0016120	0.0012565616787680353
FBgn0031436	0.0012551057447628914
FBgn0040305	0.0012494285609580017
FBgn0010051	0.0012442406037577877
FBgn0038805	0.0012419318666311856
FBgn0034415	0.0012408386711033272
FBgn0028694	0.0012377985988944035
FBgn0036820	0.001236989506074941
FBgn0036217	0.0012364890446525626
FBgn0262975	0.0012248317097240818
FBgn0036490	0.0012239717615784038
FBgn0001248	0.0012207744495261051
FBgn0038436	0.0012194739147257175
FBgn0030718	0.0012185879995216097
FBgn0052263	0.0012175932110212414
FBgn0015269	0.0012169834808096894
FBgn0030481	0.0012142390289059258
FBgn0052262	0.0012099067243332632
FBgn0033631	0.001203846262753702
FBgn0033521	0.0012016332285486057
FBgn0005626	0.0012002534983997018
FBgn0038465	0.0011998299861430077
FBgn0004432	0.0011966723125867375
FBgn0010531	0.0011914371806094138
FBgn0038519	0.0011906702242679272
FBgn0086361	0.0011906029901467279
FBgn0038511	0.0011835309234210314
FBgn0003205	0.001181239480037266
FBgn0000422	0.0011761432352670475
FBgn0086711	0.0011750430300348877
FBgn0264325	0.0011716784668603097
FBgn0038435	0.0011695968883243123
FBgn0003068	0.0011693475992044441
FBgn0266599	0.0011680738601283647
FBgn0036892	0.0011680357864830165
FBgn0032813	0.0011678518477074053
FBgn0030334	0.0011678134143416799
FBgn0038570	0.001167239057120455
FBgn0000173	0.0011642083933777912
FBgn0033885	0.0011630012495221886
FBgn0030876	0.0011557662581831733
FBgn0260789	0.001153495627044507
FBgn0011828	0.0011533403029619898
FBgn0037248	0.0011530645737279383
FBgn0003495	0.0011524385363419535
FBgn0031589	0.0011493477490844232
FBgn0004647	0.0011469165035877952
FBgn0003301	0.0011425815619887777
FBgn0013576	0.0011398230939497274
FBgn0031885	0.0011392411867130342
FBgn0032061	0.0011379398951731601
FBgn0261862	0.001133791751475266
FBgn0024944	0.0011319776365641045
FBgn0267339	0.0011317186718666202
FBgn0032935	0.001128086059462093
FBgn0034658	0.0011256483143792762
FBgn0030872	0.0011251788406934692
FBgn0261987	0.0011235227713634276
FBgn0000565	0.0011206662437804292
FBgn0020278	0.0011175467905048123
FBgn0036165	0.0011164574859241624
FBgn0011205	0.0011164488223569043
FBgn0041094	0.0011160686567920429
FBgn0032210	0.0011140661323640361
FBgn0026086	0.0011122726324673403
FBgn0038402	0.0011108226999992294
FBgn0032685	0.0011082154194627053
FBgn0050487	0.001105975916870071
FBgn0037170	0.0011038654037042691
FBgn0031904	0.0011029475838126711
FBgn0261244	0.0011021898271520183
FBgn0031820	0.0011018361951314899
FBgn0026575	0.0010999327605503695
FBgn0037873	0.0010984248288718097
FBgn0051216	0.001093972106797645
FBgn0027864	0.0010928661026325373
FBgn0037292	0.0010920494889072082
FBgn0031990	0.0010901748083712484
FBgn0033799	0.001088730942136227
FBgn0264294	0.001087465363909987
FBgn0026872	0.0010865051569122373
FBgn0029580	0.0010865051569122373
FBgn0263316	0.0010860739066289539
